ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1557504_at	3.35e-01	2.40e-01	1.189017	-6.072658	0.2705998		
231970_at	3.35e-01	2.40e-01	1.188941	-6.072746	0.2034256	GPATCH2L	G-patch domain containing 2 like
1558356_at	3.35e-01	2.40e-01	1.18894	-6.072747	0.2433562	UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats
217590_s_at	3.35e-01	2.40e-01	1.18878	-6.072933	0.4934166	TRPA1	transient receptor potential cation channel subfamily A member 1
214678_x_at	3.35e-01	2.40e-01	-1.188686	-6.073042	-0.1531606	ZFX	zinc finger protein, X-linked
212779_at	3.35e-01	2.40e-01	-1.188591	-6.073153	-0.2130913	KIAA1109	KIAA1109
213517_at	3.35e-01	2.40e-01	1.188575	-6.073172	0.2703297	PCBP2	poly(rC) binding protein 2
226861_at	3.35e-01	2.40e-01	-1.188557	-6.073192	-0.2253975	ASB8	ankyrin repeat and SOCS box containing 8
235469_at	3.35e-01	2.41e-01	1.188437	-6.073331	0.1852323	FAM133DP///FAM133B	family with sequence similarity 133, member A pseudogene///family with sequence similarity 133 member B
217991_x_at	3.35e-01	2.41e-01	1.188292	-6.073501	0.2436607	SSBP3	single stranded DNA binding protein 3
203503_s_at	3.35e-01	2.41e-01	-1.188285	-6.073509	-0.1948012	PEX14	peroxisomal biogenesis factor 14
1563147_at	3.35e-01	2.41e-01	1.188068	-6.073761	0.1537881		
229647_at	3.35e-01	2.41e-01	-1.18802	-6.073817	-0.2732531	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1
209418_s_at	3.36e-01	2.41e-01	-1.187818	-6.074052	-0.2474677	THOC5	THO complex 5
222286_at	3.36e-01	2.41e-01	1.187346	-6.074601	0.3761519	SNAPC3	small nuclear RNA activating complex polypeptide 3
226142_at	3.36e-01	2.41e-01	1.187163	-6.074813	0.2768267	GLIPR1	GLI pathogenesis related 1
204999_s_at	3.36e-01	2.41e-01	1.187141	-6.074838	0.4346724	ATF5	activating transcription factor 5
238493_at	3.36e-01	2.41e-01	1.186864	-6.07516	0.4351756	ZNF506	zinc finger protein 506
200962_at	3.36e-01	2.41e-01	-1.186653	-6.075405	-0.5259942	RPL31	ribosomal protein L31
206278_at	3.36e-01	2.41e-01	1.186502	-6.07558	0.1918335	PTAFR	platelet activating factor receptor
1555469_a_at	3.36e-01	2.41e-01	1.186323	-6.075788	0.2465928	CLASP2	cytoplasmic linker associated protein 2
218990_s_at	3.36e-01	2.41e-01	1.186277	-6.075842	0.4406297	SPRR3	small proline rich protein 3
230130_at	3.36e-01	2.42e-01	-1.185892	-6.076289	-0.6064881	SLIT2	slit guidance ligand 2
216080_s_at	3.37e-01	2.42e-01	1.185735	-6.076471	0.5127091	FADS3	fatty acid desaturase 3
1557522_x_at	3.37e-01	2.42e-01	-1.185366	-6.076899	-0.262071		
203555_at	3.37e-01	2.42e-01	1.185327	-6.076944	0.1831227	PTPN18	protein tyrosine phosphatase, non-receptor type 18
201903_at	3.37e-01	2.42e-01	1.18528	-6.076999	0.1725115	UQCRC1	ubiquinol-cytochrome c reductase core protein I
211192_s_at	3.37e-01	2.42e-01	1.184825	-6.077527	0.4331622	CD84	CD84 molecule
213472_at	3.37e-01	2.42e-01	-1.18469	-6.077683	-0.1678119	HNRNPH1	heterogeneous nuclear ribonucleoprotein H1 (H)
244219_at	3.37e-01	2.42e-01	1.184522	-6.077878	0.2907642		
44111_at	3.37e-01	2.42e-01	-1.184446	-6.077967	-0.2324452	VPS33B	VPS33B, late endosome and lysosome associated
219369_s_at	3.37e-01	2.42e-01	1.184383	-6.07804	0.2757147	OTUB2	OTU deubiquitinase, ubiquitin aldehyde binding 2
236217_at	3.37e-01	2.42e-01	1.184316	-6.078117	0.2187572	SLC31A1	solute carrier family 31 member 1
213252_at	3.37e-01	2.42e-01	-1.184277	-6.078162	-0.2881956	SH3PXD2A	SH3 and PX domains 2A
227829_at	3.37e-01	2.42e-01	-1.184109	-6.078356	-0.3640051	LARGE2	LARGE xylosyl- and glucuronyltransferase 2
227112_at	3.37e-01	2.42e-01	1.18376	-6.078761	0.207214	TMCC1	transmembrane and coiled-coil domain family 1
228355_s_at	3.38e-01	2.42e-01	1.183386	-6.079195	0.1807601	NDUFAF2	NADH:ubiquinone oxidoreductase complex assembly factor 2
244458_at	3.38e-01	2.43e-01	-1.183278	-6.07932	-0.2291127		
227044_at	3.38e-01	2.43e-01	1.183268	-6.079332	0.3990533		
1552643_at	3.38e-01	2.43e-01	-1.183159	-6.079457	-0.5092212	ZNF626	zinc finger protein 626
241464_s_at	3.38e-01	2.43e-01	1.182366	-6.080375	0.4005821		
242293_at	3.38e-01	2.43e-01	-1.182298	-6.080454	-0.1286614	ING3	inhibitor of growth family member 3
204183_s_at	3.38e-01	2.43e-01	-1.181751	-6.081087	-0.2543068	GRK3	G protein-coupled receptor kinase 3
222361_at	3.38e-01	2.43e-01	1.181744	-6.081096	0.268939	TUBBP5	tubulin beta pseudogene 5
219752_at	3.38e-01	2.43e-01	1.181713	-6.081131	0.2025562	RASAL1	RAS protein activator like 1
240413_at	3.38e-01	2.43e-01	1.181538	-6.081334	0.4361069	PYHIN1	pyrin and HIN domain family member 1
38671_at	3.38e-01	2.43e-01	-1.18143	-6.081459	-0.2516255	PLXND1	plexin D1
218613_at	3.38e-01	2.43e-01	1.181424	-6.081465	0.48772	PSD3	pleckstrin and Sec7 domain containing 3
240192_at	3.39e-01	2.43e-01	-1.181372	-6.081525	-0.2893992	GATA3-AS1	GATA3 antisense RNA 1
238105_x_at	3.39e-01	2.43e-01	-1.181342	-6.08156	-0.1665378	WNT7B	Wnt family member 7B
217998_at	3.39e-01	2.44e-01	-1.180803	-6.082183	-0.2925121	PHLDA1	pleckstrin homology like domain family A member 1
221727_at	3.39e-01	2.44e-01	-1.180638	-6.082374	-0.3042574	SUB1	SUB1 homolog, transcriptional regulator
1553906_s_at	3.39e-01	2.44e-01	-1.179903	-6.083223	-0.3152807	FGD2	FYVE, RhoGEF and PH domain containing 2
226328_at	3.39e-01	2.44e-01	1.179861	-6.083271	0.1864124	KLF16	Kruppel like factor 16
1557128_at	3.39e-01	2.44e-01	1.179783	-6.083362	0.4605861	FAM111B	family with sequence similarity 111 member B
1560779_a_at	3.39e-01	2.44e-01	-1.17956	-6.083619	-0.1692696	ZNF568	zinc finger protein 568
220528_at	3.39e-01	2.44e-01	1.179472	-6.083722	0.5194344	VNN3	vanin 3
221000_s_at	3.39e-01	2.44e-01	1.179435	-6.083764	0.2144663	KAZALD1	Kazal type serine peptidase inhibitor domain 1
226782_at	3.39e-01	2.44e-01	-1.179389	-6.083817	-0.2640467	SLC25A30	solute carrier family 25 member 30
205537_s_at	3.40e-01	2.44e-01	-1.179204	-6.08403	-0.1220012	VAV2	vav guanine nucleotide exchange factor 2
225497_at	3.40e-01	2.44e-01	-1.179185	-6.084053	-0.2375541	ATE1	arginyltransferase 1
223284_at	3.40e-01	2.44e-01	-1.178849	-6.08444	-0.238531	NAT14	N-acetyltransferase 14 (putative)
236312_at	3.40e-01	2.44e-01	-1.178758	-6.084545	-0.2605181	MAD2L1	MAD2 mitotic arrest deficient-like 1 (yeast)
1568981_at	3.40e-01	2.44e-01	1.178475	-6.084872	0.107739		
227637_at	3.40e-01	2.44e-01	-1.178296	-6.085078	-0.1886192	TFCP2	transcription factor CP2
200854_at	3.40e-01	2.45e-01	-1.178271	-6.085107	-0.3539704	NCOR1	nuclear receptor corepressor 1
236122_at	3.40e-01	2.45e-01	1.178245	-6.085137	0.2782726		
215986_at	3.40e-01	2.45e-01	1.178229	-6.085156	0.1297177		
217726_at	3.40e-01	2.45e-01	-1.178202	-6.085187	-0.2120591	COPZ1	coatomer protein complex subunit zeta 1
239452_at	3.40e-01	2.45e-01	1.178189	-6.085202	0.447504		
223798_at	3.40e-01	2.45e-01	1.177719	-6.085744	0.367246	SLC41A2	solute carrier family 41 member 2
232596_at	3.40e-01	2.45e-01	1.177574	-6.085911	0.3892755	DIAPH3	diaphanous related formin 3
224984_at	3.40e-01	2.45e-01	-1.177496	-6.086001	-0.2626618	NFAT5	nuclear factor of activated T-cells 5
221619_s_at	3.40e-01	2.45e-01	-1.177215	-6.086325	-0.1538784	MTCH1	mitochondrial carrier 1
218094_s_at	3.41e-01	2.45e-01	-1.176978	-6.086598	-0.3232442	SYS1-DBNDD2///SYS1///DBNDD2	SYS1-DBNDD2 readthrough (NMD candidate)///Sys1 golgi trafficking protein///dysbindin domain containing 2
1569149_at	3.41e-01	2.45e-01	1.176888	-6.086702	0.3491271	PDLIM7	PDZ and LIM domain 7
215485_s_at	3.41e-01	2.45e-01	1.176841	-6.086756	0.2595857	ICAM1	intercellular adhesion molecule 1
229092_at	3.41e-01	2.45e-01	-1.176522	-6.087124	-0.1963781	NR2F2	nuclear receptor subfamily 2 group F member 2
238629_x_at	3.41e-01	2.45e-01	1.176451	-6.087206	0.4195659		
243502_at	3.41e-01	2.46e-01	1.175647	-6.088131	0.3397584	GJC1	gap junction protein gamma 1
236159_x_at	3.41e-01	2.46e-01	-1.175408	-6.088407	-0.0631991		
203155_at	3.42e-01	2.46e-01	1.174708	-6.089212	0.2871309	SETDB1	SET domain bifurcated 1
208826_x_at	3.42e-01	2.46e-01	1.17451	-6.08944	0.1728314	HINT1	histidine triad nucleotide binding protein 1
218407_x_at	3.42e-01	2.46e-01	-1.17443	-6.089531	-0.2047228	NENF	neudesin neurotrophic factor
210091_s_at	3.42e-01	2.46e-01	1.174072	-6.089943	0.1976392	DTNA	dystrobrevin alpha
212094_at	3.42e-01	2.46e-01	-1.173964	-6.090068	-1.1864617	PEG10	paternally expressed 10
221759_at	3.42e-01	2.46e-01	1.173656	-6.090421	0.1852686	G6PC3	glucose-6-phosphatase catalytic subunit 3
241863_x_at	3.42e-01	2.46e-01	1.173614	-6.090469	0.2015056	TTC14	tetratricopeptide repeat domain 14
218076_s_at	3.42e-01	2.46e-01	1.173419	-6.090693	0.1818936	ARHGAP17	Rho GTPase activating protein 17
235651_at	3.42e-01	2.46e-01	1.173383	-6.090735	0.6999951	TTC22	tetratricopeptide repeat domain 22
204454_at	3.42e-01	2.47e-01	1.173137	-6.091017	0.4937653	LDOC1	leucine zipper down-regulated in cancer 1
209552_at	3.42e-01	2.47e-01	-1.172864	-6.091331	-0.1507199	PAX8	paired box 8
225137_at	3.42e-01	2.47e-01	1.172837	-6.091362	0.1723698	NFATC3	nuclear factor of activated T-cells 3
202034_x_at	3.43e-01	2.47e-01	1.172453	-6.091803	0.227302	RB1CC1	RB1 inducible coiled-coil 1
222456_s_at	3.43e-01	2.47e-01	1.171957	-6.092373	0.3913807	LIMA1	LIM domain and actin binding 1
229393_at	3.43e-01	2.47e-01	-1.171816	-6.092534	-0.307342	L3MBTL3	l(3)mbt-like 3 (Drosophila)
210697_at	3.43e-01	2.47e-01	1.171708	-6.092659	0.3681694	ZNF257	zinc finger protein 257
242868_at	3.43e-01	2.47e-01	-1.171481	-6.092919	-0.4539348		
1557080_s_at	3.43e-01	2.47e-01	-1.171349	-6.09307	-0.5355768	ITGBL1	integrin subunit beta like 1
205844_at	3.43e-01	2.47e-01	1.171316	-6.093108	0.4371615	VNN1	vanin 1
225358_at	3.43e-01	2.47e-01	1.171257	-6.093176	0.2412326	DNAJC19	DnaJ heat shock protein family (Hsp40) member C19
218922_s_at	3.43e-01	2.47e-01	-1.171105	-6.09335	-0.5278185	CERS4	ceramide synthase 4
1554444_s_at	3.44e-01	2.48e-01	-1.170626	-6.0939	-0.0658965	SLC35F6	solute carrier family 35 member F6
227421_at	3.44e-01	2.48e-01	-1.170383	-6.094178	-0.3906109	YBEY	ybeY metallopeptidase (putative)
226479_at	3.44e-01	2.48e-01	1.170295	-6.094279	0.3212153	KBTBD6	kelch repeat and BTB domain containing 6
218649_x_at	3.44e-01	2.48e-01	1.170035	-6.094577	0.2241469	NEMF	nuclear export mediator factor
203245_s_at	3.44e-01	2.48e-01	1.16989	-6.094743	0.384174	LINC00094	long intergenic non-protein coding RNA 94
1559119_at	3.44e-01	2.48e-01	1.169848	-6.094791	0.4539572		
227799_at	3.44e-01	2.48e-01	1.169578	-6.095101	0.3195313	MYO1G	myosin IG
236969_at	3.44e-01	2.48e-01	1.169439	-6.09526	0.2616664	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
221765_at	3.44e-01	2.48e-01	1.1694	-6.095304	0.3475207	UGCG	UDP-glucose ceramide glucosyltransferase
226598_s_at	3.44e-01	2.48e-01	1.169346	-6.095367	0.1320743	MTG2	mitochondrial ribosome associated GTPase 2
228639_at	3.44e-01	2.48e-01	1.169272	-6.095451	0.2682024		
218749_s_at	3.44e-01	2.48e-01	-1.169106	-6.095641	-0.1716029	SLC8B1	solute carrier family 8 member B1
47105_at	3.44e-01	2.48e-01	-1.169011	-6.09575	-0.1438799	DUS2	dihydrouridine synthase 2
212846_at	3.44e-01	2.48e-01	1.168673	-6.096137	0.2148699	RRP1B	ribosomal RNA processing 1B
205134_s_at	3.44e-01	2.48e-01	1.16867	-6.09614	0.2130253	NUFIP1	NUFIP1, FMR1 interacting protein 1
214358_at	3.45e-01	2.49e-01	1.168124	-6.096765	0.1790562	ACACA	acetyl-CoA carboxylase alpha
1556952_at	3.45e-01	2.49e-01	1.16812	-6.09677	0.2742624		
1556655_s_at	3.45e-01	2.49e-01	1.168047	-6.096854	0.5500833	CDK12	cyclin dependent kinase 12
239380_at	3.45e-01	2.49e-01	-1.167761	-6.097181	-0.3124079	LINC01554	long intergenic non-protein coding RNA 1554
203909_at	3.45e-01	2.49e-01	1.167732	-6.097214	0.419276	SLC9A6	solute carrier family 9 member A6
200663_at	3.45e-01	2.49e-01	-1.167711	-6.097238	-0.2015716	CD63	CD63 molecule
231366_at	3.45e-01	2.49e-01	1.167399	-6.097595	0.1279814	FDPSP2	farnesyl diphosphate synthase pseudogene 2
204498_s_at	3.45e-01	2.49e-01	-1.167298	-6.09771	-0.100188	ADCY9	adenylate cyclase 9
222778_s_at	3.45e-01	2.49e-01	1.167234	-6.097783	0.3382305	WHSC1	Wolf-Hirschhorn syndrome candidate 1
228479_at	3.45e-01	2.49e-01	-1.167136	-6.097895	-0.2411624	SOAT1	sterol O-acyltransferase 1
1559455_at	3.45e-01	2.49e-01	-1.167135	-6.097896	-0.2094652		
235099_at	3.45e-01	2.49e-01	1.167104	-6.097932	0.3305399	CMTM8	CKLF like MARVEL transmembrane domain containing 8
227930_at	3.45e-01	2.49e-01	1.16691	-6.098153	0.1975853	AGO4	argonaute 4, RISC catalytic component
230634_x_at	3.45e-01	2.49e-01	1.166868	-6.098202	0.2742691	ADAT3///SCAMP4	adenosine deaminase, tRNA specific 3///secretory carrier membrane protein 4
226771_at	3.45e-01	2.49e-01	1.16683	-6.098246	0.3974903	ATP8B2	ATPase phospholipid transporting 8B2
202207_at	3.45e-01	2.49e-01	1.166581	-6.098529	0.4145307	ARL4C	ADP ribosylation factor like GTPase 4C
244414_at	3.45e-01	2.49e-01	-1.16657	-6.098542	-0.4400802		
210244_at	3.45e-01	2.49e-01	1.166529	-6.098589	0.3687462	CAMP	cathelicidin antimicrobial peptide
228954_at	3.45e-01	2.49e-01	-1.166514	-6.098607	-0.3191346	LYSMD4	LysM domain containing 4
229724_at	3.45e-01	2.49e-01	1.166452	-6.098678	0.730021	GABRB3	gamma-aminobutyric acid type A receptor beta3 subunit
231236_at	3.45e-01	2.49e-01	1.166282	-6.098872	0.3152127	ZFP57	ZFP57 zinc finger protein
215066_at	3.45e-01	2.49e-01	1.16621	-6.098953	0.3887074	PTPRF	protein tyrosine phosphatase, receptor type F
206483_at	3.45e-01	2.49e-01	1.166166	-6.099004	0.3454162	LRRC6	leucine rich repeat containing 6
209086_x_at	3.45e-01	2.49e-01	-1.166088	-6.099094	-0.4775638	MIR6756///MCAM	microRNA 6756///melanoma cell adhesion molecule
244802_at	3.45e-01	2.49e-01	1.166087	-6.099094	0.5558314		
203457_at	3.46e-01	2.49e-01	1.16593	-6.099274	0.1683756	STX7	syntaxin 7
238271_x_at	3.46e-01	2.49e-01	1.1659	-6.099308	0.3122223		
205004_at	3.46e-01	2.50e-01	1.165655	-6.099588	0.1779617	NKRF	NFKB repressing factor
215488_at	3.46e-01	2.50e-01	-1.165612	-6.099636	-0.0759476		
221274_s_at	3.46e-01	2.50e-01	-1.165452	-6.09982	-0.2749779	LMAN2L	lectin, mannose binding 2 like
213409_s_at	3.46e-01	2.50e-01	1.165369	-6.099914	0.2672596	RHEB	Ras homolog enriched in brain
1564676_a_at	3.46e-01	2.50e-01	1.165211	-6.100094	0.2627874		
1555004_a_at	3.46e-01	2.50e-01	1.165124	-6.100193	0.2397698	RBL1	RB transcriptional corepressor like 1
240392_at	3.46e-01	2.50e-01	-1.164948	-6.100394	-0.3971136	LOC105371920	uncharacterized LOC105371920
206667_s_at	3.46e-01	2.50e-01	1.1648	-6.100564	0.4294574	SCAMP1	secretory carrier membrane protein 1
218206_x_at	3.46e-01	2.50e-01	1.164559	-6.100839	0.2363744	SCAND1	SCAN domain containing 1
217492_s_at	3.46e-01	2.50e-01	1.16447	-6.10094	0.338498	PTENP1///PTEN	phosphatase and tensin homolog pseudogene 1///phosphatase and tensin homolog
242710_at	3.46e-01	2.50e-01	1.164193	-6.101256	0.4943724		
207178_s_at	3.46e-01	2.50e-01	-1.163875	-6.101618	-0.2373758	FRK	fyn related Src family tyrosine kinase
220072_at	3.47e-01	2.50e-01	1.163756	-6.101755	0.2730434	CSPP1	centrosome and spindle pole associated protein 1
227435_at	3.47e-01	2.50e-01	-1.163679	-6.101842	-0.2526718	USF3	upstream transcription factor family member 3
200704_at	3.47e-01	2.50e-01	1.163587	-6.101947	0.1590829	LITAF	lipopolysaccharide induced TNF factor
217161_x_at	3.47e-01	2.51e-01	1.163059	-6.102549	0.2818437	ACAN	aggrecan
215212_at	3.47e-01	2.51e-01	-1.162993	-6.102624	-0.2159566		
230758_at	3.47e-01	2.51e-01	-1.162919	-6.102708	-0.3663158	GEMIN8	gem nuclear organelle associated protein 8
240723_at	3.47e-01	2.51e-01	1.162674	-6.102988	0.3294515		
203648_at	3.47e-01	2.51e-01	1.162504	-6.103181	0.2700809	TATDN2	TatD DNase domain containing 2
214084_x_at	3.47e-01	2.51e-01	1.162417	-6.103281	0.2939984	NCF1	neutrophil cytosolic factor 1
212183_at	3.47e-01	2.51e-01	-1.162404	-6.103295	-0.4983475	NUDT4P1///NUDT4	nudix hydrolase 4 pseudogene 1///nudix hydrolase 4
229306_at	3.47e-01	2.51e-01	-1.162384	-6.103318	-0.1512064	C2CD4B	C2 calcium dependent domain containing 4B
214231_s_at	3.47e-01	2.51e-01	1.162356	-6.10335	0.2280376	VWA8	von Willebrand factor A domain containing 8
208470_s_at	3.47e-01	2.51e-01	-1.162329	-6.103381	-0.3246434	HPR///HP	haptoglobin-related protein///haptoglobin
201941_at	3.47e-01	2.51e-01	1.162088	-6.103655	0.485487	CPD	carboxypeptidase D
232925_at	3.47e-01	2.51e-01	-1.161631	-6.104176	-0.4345252		
203473_at	3.47e-01	2.51e-01	1.161609	-6.1042	0.3744432	SLCO2B1	solute carrier organic anion transporter family member 2B1
212724_at	3.48e-01	2.51e-01	-1.161283	-6.104572	-0.3610551	RND3	Rho family GTPase 3
210290_at	3.48e-01	2.51e-01	1.161244	-6.104615	0.2300329	ZNF174	zinc finger protein 174
241912_at	3.48e-01	2.51e-01	1.161244	-6.104616	0.190111	ZNF814	zinc finger protein 814
200799_at	3.48e-01	2.51e-01	1.161088	-6.104793	0.4508194	HSPA1B///HSPA1A	heat shock protein family A (Hsp70) member 1B///heat shock protein family A (Hsp70) member 1A
213634_s_at	3.48e-01	2.51e-01	-1.160972	-6.104925	-0.1691415	TRMU	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase
237778_at	3.48e-01	2.51e-01	-1.160898	-6.105009	-0.2355755		
216470_x_at	3.48e-01	2.51e-01	1.160817	-6.105102	0.2838936	PRSS2	protease, serine 2
219855_at	3.48e-01	2.52e-01	-1.160695	-6.10524	-0.4784874	NUDT11	nudix hydrolase 11
203424_s_at	3.48e-01	2.52e-01	1.160466	-6.105501	0.5090607	IGFBP5	insulin like growth factor binding protein 5
1557799_at	3.48e-01	2.52e-01	-1.160251	-6.105745	-0.2437699	C11orf31	chromosome 11 open reading frame 31
223124_s_at	3.48e-01	2.52e-01	-1.160092	-6.105926	-0.1976171	PITHD1	PITH domain containing 1
223714_at	3.48e-01	2.52e-01	1.160048	-6.105976	0.3190974	ZNF256	zinc finger protein 256
1553034_at	3.48e-01	2.52e-01	-1.159701	-6.106371	-0.2273386	SDCCAG8	serologically defined colon cancer antigen 8
219976_at	3.48e-01	2.52e-01	1.15965	-6.106429	0.2807325	HOOK1	hook microtubule tethering protein 1
206296_x_at	3.48e-01	2.52e-01	1.159559	-6.106532	0.2500548	MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1
235554_x_at	3.49e-01	2.52e-01	1.159155	-6.106991	0.1374822	PACRGL	PARK2 coregulated like
242527_at	3.49e-01	2.52e-01	1.159078	-6.107079	0.271757		
226496_at	3.49e-01	2.52e-01	-1.158781	-6.107415	-0.2173014	ZCCHC7	zinc finger CCHC-type containing 7
216220_s_at	3.49e-01	2.52e-01	-1.158767	-6.107431	-0.105129	ADORA1	adenosine A1 receptor
235181_at	3.49e-01	2.52e-01	1.158727	-6.107476	0.1465244	TYW5	tRNA-yW synthesizing protein 5
204501_at	3.49e-01	2.52e-01	1.158502	-6.107733	0.2803336	NOV	nephroblastoma overexpressed
222191_s_at	3.49e-01	2.53e-01	1.158255	-6.108013	0.2671298	B4GALT7	beta-1,4-galactosyltransferase 7
218805_at	3.49e-01	2.53e-01	-1.15804	-6.108257	-0.5270847	GIMAP1-GIMAP5///GIMAP5	GIMAP1-GIMAP5 readthrough///GTPase, IMAP family member 5
243252_at	3.49e-01	2.53e-01	1.15804	-6.108257	0.2589918		
202265_at	3.49e-01	2.53e-01	-1.157861	-6.10846	-0.2323688	COMMD3-BMI1///BMI1	COMMD3-BMI1 readthrough///BMI1 proto-oncogene, polycomb ring finger
206486_at	3.49e-01	2.53e-01	1.157576	-6.108783	0.4987991	LAG3	lymphocyte activating 3
229632_s_at	3.49e-01	2.53e-01	-1.157544	-6.10882	-0.2427613	INTS10	integrator complex subunit 10
220987_s_at	3.49e-01	2.53e-01	1.157481	-6.108891	0.3069828	NUAK2///AKIP1	NUAK family kinase 2///A-kinase interacting protein 1
237746_at	3.49e-01	2.53e-01	1.157448	-6.108928	0.3677193		
228037_at	3.49e-01	2.53e-01	-1.157319	-6.109075	-0.3126056	RARA-AS1	RARA antisense RNA 1
203426_s_at	3.49e-01	2.53e-01	-1.157194	-6.109216	-0.3646449	IGFBP5	insulin like growth factor binding protein 5
223892_s_at	3.49e-01	2.53e-01	1.157127	-6.109293	0.3262387	TMBIM4	transmembrane BAX inhibitor motif containing 4
223440_at	3.49e-01	2.53e-01	1.157025	-6.109408	0.1865976	C16orf70	chromosome 16 open reading frame 70
244035_at	3.50e-01	2.53e-01	-1.156747	-6.109724	-0.2733128		
204706_at	3.50e-01	2.53e-01	-1.156676	-6.109804	-0.2221401	INPP5E	inositol polyphosphate-5-phosphatase E
222653_at	3.50e-01	2.53e-01	1.156593	-6.109898	0.3725866	PNPO	pyridoxamine 5'-phosphate oxidase
232945_at	3.50e-01	2.53e-01	1.156532	-6.109967	0.3099146	PUS10	pseudouridylate synthase 10
201822_at	3.50e-01	2.53e-01	1.156462	-6.110046	0.1410545	TIMM17A	translocase of inner mitochondrial membrane 17 homolog A (yeast)
211276_at	3.50e-01	2.53e-01	-1.156148	-6.110402	-0.5051078	TCEAL2	transcription elongation factor A like 2
237515_at	3.50e-01	2.54e-01	-1.155645	-6.110972	-0.2405617	TMEM56	transmembrane protein 56
225779_at	3.50e-01	2.54e-01	1.155633	-6.110985	0.195303	SLC27A4	solute carrier family 27 member 4
207542_s_at	3.50e-01	2.54e-01	-1.155416	-6.111232	-0.6095801	AQP1	aquaporin 1 (Colton blood group)
1559534_at	3.50e-01	2.54e-01	-1.1554	-6.11125	-0.1750369	LOC100996419	uncharacterized LOC100996419
224711_at	3.50e-01	2.54e-01	-1.155333	-6.111326	-0.2748845	YY1	YY1 transcription factor
225232_at	3.50e-01	2.54e-01	1.155089	-6.111602	0.2479778	MTMR12	myotubularin related protein 12
210532_s_at	3.50e-01	2.54e-01	-1.154986	-6.111719	-0.2149327	C14orf2	chromosome 14 open reading frame 2
201933_at	3.50e-01	2.54e-01	-1.154864	-6.111857	-0.1912266	CHMP1A	charged multivesicular body protein 1A
201041_s_at	3.50e-01	2.54e-01	1.154849	-6.111873	0.5014695	DUSP1	dual specificity phosphatase 1
227051_at	3.51e-01	2.54e-01	1.154654	-6.112094	0.4511381	BACE2	beta-site APP-cleaving enzyme 2
233038_at	3.51e-01	2.54e-01	-1.154649	-6.1121	-0.2861338	LOC105373942	uncharacterized LOC105373942
1553613_s_at	3.51e-01	2.54e-01	-1.154612	-6.112142	-1.0740303	FOXC1	forkhead box C1
1552739_s_at	3.51e-01	2.54e-01	1.154429	-6.112349	0.2341463	ST7L	suppression of tumorigenicity 7 like
222598_s_at	3.51e-01	2.54e-01	-1.154353	-6.112435	-0.2150808	NAV2	neuron navigator 2
236414_at	3.51e-01	2.54e-01	1.154203	-6.112604	0.3419798		
237577_at	3.51e-01	2.54e-01	-1.154203	-6.112605	-0.1899524	PCNP	PEST proteolytic signal containing nuclear protein
201952_at	3.51e-01	2.54e-01	-1.154068	-6.112758	-0.7698276	ALCAM	activated leukocyte cell adhesion molecule
237383_at	3.51e-01	2.54e-01	-1.153879	-6.112971	-0.2845639		
218452_at	3.51e-01	2.54e-01	1.153777	-6.113087	0.1874326	SMARCAL1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1
213104_at	3.51e-01	2.54e-01	1.153771	-6.113093	0.192709	TSR3	TSR3, acp transferase ribosome maturation factor
